"ID";"okres";"kraj";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"sur_x";"sur_y";"tel_predvobla";"tel_cislo";"tel_cislo2";"tel_cislo3";"fax_cislo";"email";"email2";"email3";"adresa_www";"kod_kodsko";"postih";"postih1_nazov";"postih2_nazov";"postih3_nazov";"postih4_nazov"
"86";"Bratislava II";"Bratislavskı";"Samosprávny kraj";"SOŠ dopravná";"Slovenskı";"Stredná odborná škola";"SOŠ dopravná";"Kvaèalova 20";"Bratislava - Ruinov";"82108";"17,1471";"48,1512";"02";"53415250";"53413105";;"53412502";"skola@zssd-ba.eu";"hrabovsky@zssd-ba.eu";;"www.zssd-ba.eu";"031797920";;;;;
"89";"Bratislava II";"Bratislavskı";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stred. odborná škola";"Svätoplukova 2";"Bratislava - Ruinov";"82108";"17,1315";"48,1465";"02";"55421614";;;"55421614";"office@beautycare-study.sk";"hegerova@sousvatoplukova.sk";;"www.beautycare-study.sk";"017053871";;;;;
"90";"Bratislava II";"Bratislavskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Spojená škola-Gymnázium";"Tokajícka 24";"Bratislava - Ruinov";"82103";"17,152";"48,1618";"02";"43337841";;;"43338668";"skola@dizajngym.sk";"marusic@dizajngym.sk";;"www.dizajngym.sk";"030866499";;;;;
"91";"Bratislava II";"Bratislavskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium L.Novomeského";"Tomášikova 2";"Bratislava - Ruinov";"82729";"17,1659";"48,1513";"02";"43292621";"43422552";;"43292621";"mail@gln.sk";"riaditel1@gln.sk";;"www.gln.sk";"000605786";;;;;
"92";"Bratislava II";"Bratislavskı";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Vetvárska 7";"Bratislava - Podunajské Biskupice";"82106";"17,21";"48,1248";"02";"45248667";;;"45248667";"skola.vetvar@zoznam.sk";;;;"031748198";;;;;
"93";"Bratislava II";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vrútocká 58";"Bratislava - Ruinov";"82104";"17,169";"48,1712";"02";"43293722";;;"43293722";"zsvrutocka@pobox.sk";;;"www.zsvrutocka.sk";"031780831";;;;;
"94";"Bratislava II";"Bratislavskı";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"SZŠ";"Záhradnícka 44";"Bratislava - Ruinov";"82108";"17,1311";"48,1544";"02";"55422028";"55410943";;"55642825";"szsbaza@stonline.sk";"bachrata@szsbaza.sk";;"www.szsbaza.edu.sk";"000607304";;;;;
"95";"Bratislava II";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"eleznièná 14";"Bratislava - Vrakuòa";"82107";"17,2092";"48,146";"02";"45247964";"45247092";;"45247092";"office@zszelba.edu.sk";;;"www.zszelba.edu.sk";"030810655";;;;;
"96";"Bratislava II";"Bratislavskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"eleznièná 14";"Bratislava - Vrakuòa";"82107";"17,2093";"48,146";;"0905200557";;;;"adamante@post.sk";;;"www.adamante.sk";"030848971";;;;;
"97";"Bratislava II";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"itavská 1";"Bratislava - Vrakuòa";"82107";"17,2109";"48,1418";"02";"45241167";;;"45241167";"skola@zszitavskaba.edu.sk";;;"www.zszitavskaba.edu.sk";"031780806";;;;;
"98";"Bratislava II";"Bratislavskı";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Váska 32";"Bratislava - Vrakuòa";"82107";"17,211";"48,1418";"02";"45640011";"45640012";;"45640012";"ssg@ssg.sk";;;"www.ssg.sk";"030805473";;;;;
"99";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Cádrova 23";"Bratislava - Nové Mesto";"83101";"17,0997";"48,1645";"02";"20275595";"20633393";"20633392";"54775704";"skola@zscaba.edu.sk";"riaditel@zscaba.edu.sk";;"www.zscaba.edu.sk";"031785212";;;;;
"100";"Bratislava III";"Bratislavskı";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium škol. bratov";"Èachtická 14";"Bratislava - Raèa";"83106";"17,1543";"48,2105";"02";"44881705";;;"44872106";"skolagsb@stonline.sk";;;"www.gsbba.edu.sk";"710231156";;;;;
"101";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èeská 10";"Bratislava - Nové Mesto";"83103";"17,1281";"48,163";"02";"44372631";;;"44372631";"zsceska@zsceska.sk";"riaditel@zsceska.sk";;"www.zsceska.sk";"031780539";;;;;
"102";"Bratislava III";"Bratislavskı";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné gymnázium";"Èeská 10";"Bratislava - Nové Mesto";"83103";"17,1282";"48,163";"02";"44450733";"0911223388";;;"riaditel@gymnaziumceska.sk";;;"www.gymnaziumceska.sk";"030858321";;;;;
"104";"Bratislava III";"Bratislavskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Detvianska 24";"Bratislava - Raèa";"83106";"17,1552";"48,2112";"02";"44882440";"44649851";;"44649853";"lasalle@zsdetvaba.edu.sk";"jacek1@post.sk";;;"710262485";;;;;
"105";"Bratislava III";"Bratislavskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hálkova 54";"Bratislava - Nové Mesto";"83103";"17,1351";"48,1733";;"44362117-9";;;;"zus-riaditelka@stonline.sk";;;;"031780334";;;;;
"108";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ";"Hlinícka 1";"Bratislava - Raèa";"83401";"17,1388";"48,1949";"02";"44885001";"44886728";;"44889191";"souptba@souptba.sk";;;"www.souptba.sk";"017055415";;;;;
"109";"Bratislava III";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"ZŠ pre sluchovo postihnutıch i";"Slovenskı";"Špeciálna základná škola";"SŠ - ZŠ sluch.pos.-int.";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83320";"17,0834";"48,1696";"02";"54774621";"54771203";;"54774610";"zvintern@zsihrdlickovaba.edu.sk";"zvintern@zsihrdlickovaba.edu.s";;"www.zsihrdlickovaba.edu.sk";"017319153";"sluchovı";;;;
"110";"Bratislava III";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"SŠ - ZŠ nar.kom.schop.i";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83101";"17,0835";"48,1696";"02";"54775621";"54771203";;"54774610";"zvintern@zsihrdlickovaba.edu.sk";"zvintern@zsihrdlickovaba.edu.s";;"www.zsihrdlickovaba.edu.sk";"710202261";"narušená komunikácia (reèovı)";;;;
"111";"Bratislava III";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre sluchovo postihn.int.";"Slovenskı";"Špeciálna základná škola";"SŠ - ŠZŠ pre sl.p.i.";"Hrdlièkova 17";"Bratislava - Nové Mesto";"83101";"17,0836";"48,1696";"02";"54771203";;"54774621";"54774610";"zvintern@zsihrdlickovaba.edu.sk";"zvintern@zsihrdlickovaba.edu.s";;"www.zsihrdlickovaba.edu.sk";"710160062";"sluchovı";;;;
"112";"Bratislava III";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri LVS";"Hrdlièkova 21";"Bratislava - Nové Mesto";"83101";"17,0843";"48,1693";"02";"54777280";"54777281";"54773281";"54777280";"lvs.ba@stonline.sk";"kapucianova@lvsba.sk";;"www.lvsba.sk";"710163460";"poruchy správania";;;;
"113";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Hubeného 23";"Bratislava - Raèa";"83408";"17,1438";"48,199";"02";"44884141";"44881109";;"44881109";"ghubeneho@ghubba.edu.sk";;;"www.ghubba.edu.sk";"017337071";;;;;
"114";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hubeného 25";"Bratislava - Raèa";"83153";"17,1449";"48,2001";"02";"44883142";;"44881143";"44884110";;"riaditelka@zshubenehoba.ebu.sk";;"www.zshubenehoba.stranka.info";"031810497";;;;;
"115";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Jeséniova 54";"Bratislava - Nové Mesto";"83101";"17,1027";"48,1713";"02";"54771635";"54654594";;"54654595";"saliniova@zsjeseniovaba.edu.sk";"kurakova@zsjeseniovaba.edu.sk";;"www.zsjeseniovaba.edu.sk";"031810527";;;;;
"116";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"SOŠ knihov. a infor. štúdií";"Slovenskı";"Stredná odborná škola";"SOŠ  knih.a inf.štúdií";"Kadnárova 7";"Bratislava - Raèa";"83414";"17,1394";"48,1973";"02";"44871588";"44871508";;"44871042";"sona.demovicova@soskis.sk";"riaditel@soskis.sk";;"www.soskis.sk";"030775400";;;;;
"119";"Bratislava III";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri DFN";"Limbová 1";"Bratislava - Nové Mesto";"83340";"17,0905";"48,1672";"02";"59371111";"59371105";"59371313";"59371519";"zsdfnsp@gmail.com";"zskakalova@pobox.sk";;;"031769152";"pri zdravotníckom zariadení";;;;
"120";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Hotelová akadémia";"Mikovíniho 1";"Bratislava - Nové Mesto";"83102";"17,1181";"48,1599";"02";"44251171";"44254300";;"44254300";"zha@zha.sk";;;"www.zha.sk";"031780466";;;;;
"122";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ";"Na pántoch 9";"Bratislava - Raèa";"83106";"17,1792";"48,2135";"02";"49273111";"44883591";;"44883591";"sekretariat@souo-panty.sk";;;"www.souo-panty.sk";"000893471";;;;;
"123";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Odborárska 2";"Bratislava - Nové Mesto";"83102";"17,1334";"48,1815";"02";"49202611";"49202612";"44258140";"49202613";"skola@zsodborba.edu.sk";"danekova1@post.sk";;"www.zsodborba.edu.sk";"031785204";;;;;
"124";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Oslobodite¾ská 1";"Bratislava - Vajnory";"83107";"17,2043";"48,205";"02";"43712413";;;"43712413";;"Jozef.Bratina@iedu.sk";"vojtechova@szm.sk";"www.zsosloboditelska.sk";"042447402";;;;;
"125";"Bratislava III";"Bratislavskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Oslobodite¾ská 27";"Bratislava - Vajnory";"83107";"17,206";"48,206";"02";"43712323";;"0908843160";"43712323";"zsjanapavla@pobox.sk";;"bubenikova@gmail.com";"www.zsjanapavla.sk";"042263352";;;;;
"126";"Bratislava III";"Bratislavskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Oslobodite¾ská 27";"Bratislava - Vajnory";"83107";"17,2061";"48,206";"02";"43711766";"0903966565";;;;"szus.balaz@gmail.com";;;"710218672";;;;;
"127";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Raèianska 105";"Bratislava - Nové Mesto";"83102";"17,1265";"48,1791";"02";"44459536";"44457519";;"44631842";"riaditel@zssracianska.sk";"riaditel@zssracianska.sk";;"www.zssracianska.sk";"017314895";;;;;
"128";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Raèianska 107";"Bratislava - Nové Mesto";"83102";"17,1278";"48,1793";"02";"44255991";"44255773";;"44255148";"skola@oarba.edu.sk";"opatovsk@oarba.edu.sk";;"www.oarba.edu.sk";"030775418";;;;;
"129";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"SOŠ polygrafická";"Slovenskı";"Stredná odborná škola";"SOŠ polygrafická";"Raèianska 190";"Bratislava - Nové Mesto";"83526";"17,1495";"48,2012";"02";"44884308";"44884429";;"44885005";"skola@polygraficka.sk";"kovac@polygraficka.sk";;"www.polygraficka.sk";"000894915";;;;;
"130";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"SOŠ chemická";"Slovenskı";"Stredná odborná škola";"Spojená škola - SOŠ";"Raèianska 78";"Bratislava - Nové Mesto";"83602";"17,1317";"48,1832";"02";"44258065";"40558927";;"40558033";"zssch@chemiraba.sk";"loffayova@chemiraba.sk";;"www.chemiraba.sk";"042128951";;;;;
"131";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Riazanská 75";"Bratislava - Nové Mesto";"83103";"17,1318";"48,1722";"02";"44253122";;;"44253122";"riaditel@zsriazanba.edu.sk";;;"www.zsriazanba.edu.sk";"031768873";;;;;
"132";"Bratislava III";"Bratislavskı";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ HOST";"Riazanská 75";"Bratislava - Nové Mesto";"83103";"17,1319";"48,1722";"02";"43420980";"0903715747";;"54651367";"skolahost@stonline.sk";"zzabak@skolahost.sk";;"www.skolahost.sk";"030792975";;;;;
"133";"Bratislava III";"Bratislavskı";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Rybnièná 59";"Bratislava - Vajnory";"83107";"17,1805";"48,2165";"02";"44883411";"44884106";;"44889151";"rsoue@soue.sk";"rsoue@soue.sk";;"www.soue.sk";"000893161";;;;;
"134";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sibírska 39";"Bratislava - Nové Mesto";"83102";"17,122";"48,1645";"02";"44253786";;;"44253786";"sibirska@sibirska.sk";"milipa@atlas.sk";;"www.sibirska.sk";"031785221";;;;;
"135";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tbiliská 4";"Bratislava - Raèa";"83106";"17,161";"48,2152";"02";"44887971";;;;"vedenie@zstbiliskaba.edu.sk";"vasilova@zstbiliskaba.edu.sk";;"www.zstbiliskaba.edu.sk";"031768849";;;;;
"136";"Bratislava III";"Bratislavskı";"Obec";"ZŠ pre intelektovo nadané deti";"Slovenskı";"Základná škola";"Škola pre mimoriadne nadané deti (ZŠ)";"Teplická 7";"Bratislava - Nové Mesto";"83102";"17,125";"48,1739";"02";"44253892";"44452055";;"44253270";"smnd@smnd.sk";;;"www.smnd.sk";"031787088";"intelektové nadanie";;;;
"137";"Bratislava III";"Bratislavskı";"Samosprávny kraj";;"Slovenskı";"Gymnázium";"Škola pre mimoriadne nadané deti - Gymnázium";"Teplická 7";"Bratislava - Nové Mesto";"83102";"17,1251";"48,1742";"02";"44253892";;;"44253270";"smnd@smnd.sk";;;"www.smnd.sk";"710159986";;;;;
"138";"Bratislava III";"Bratislavskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Vajnorská 19";"Bratislava - Nové Mesto";"83103";"17,1304";"48,1611";;"0907728086";"0915808807";;;"zdena.nemethy@stonline.sk";;;;"036071943";;;;;
"139";"Bratislava III";"Bratislavskı";"Obèianske zdruenia";"Základná škola";"Slovenskı";"Základná škola";"Súkromná ZŠ waldorfská";"Vihorlatská 10";"Bratislava - Nové Mesto";"83104";"17,1597";"48,1737";;"44642604-6";"0905381378";"0905754450";;"ba@iwaldorf.sk";"slavka.sebova@iwaldorf.sk";"blanka.nemcikova@iwaldorf.sk";"www.iwaldorf.sk";"036069833";;;;;
"140";"Bratislava III";"Bratislavskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Vrbenského 1";"Bratislava - Raèa";"83153";"17,1422";"48,1986";"02";"44884543";;;;"zusvrb-riad@nextra.sk";;;;"031768857";;;;;
"141";"Bratislava III";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Za kasáròou 2";"Bratislava - Nové Mesto";"83103";"17,1353";"48,168";"02";"44250803";;;"44250803";;"riaditel@zakasarnou.sk";;"www.zszakasba.euweb.cz";"031768989";;;;;
"143";"Bratislava IV";"Bratislavskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ ALKANA";"Batkova 2";"Bratislava - Dúbravka";"84101";"17,0457";"48,1839";"02";"64531357";;;"64361816";"zus@alkana.sk";;;"www.alkana.sk";"030869463";;;;;
"144";"Bratislava IV";"Bratislavskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Batkova 2";"Bratislava - Dúbravka";"84101";"17,0458";"48,1839";"02";"64364387";;;"64364387";"zusbatkovaba@post.sk";;;"www.zusbatkovaba.edu.sk";"036067211";;;;;
"145";"Bratislava IV";"Bratislavskı";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkr. gymnázium ALKANA";"Batkova 2";"Bratislava - Dúbravka";"84101";"17,0459";"48,1839";"02";"64531359";;;"64361816";"gymnazium@alkana.sk";"gymnazium@alkana.sk";;"www.alkana.sk";"030809541";;;;;
"146";"Bratislava IV";"Bratislavskı";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Batkova 2";"Bratislava - Dúbravka";"84101";"17,046";"48,1839";"02";"64367720";"65426284";;"65426284";"lipta@centrum.sk";"marialiptakova@cogitatio.sk";;"www.cogitatio.sk";"030792428";;;;;
"147";"Bratislava IV";"Bratislavskı";"Súkromník";"Konzervatórium";"Slovenskı";"Konzervatórium";"Súkr. konzervatórium AL";"Batkova 2";"Bratislava - Dúbravka";"84101";"17,0461";"48,1839";"02";"64531359";;;"64361816";"alkana@alkana.sk";"konzervatorium@alkana.sk";;"www.alkana.sk";"030865425";;;;;
"148";"Bratislava IV";"Bratislavskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Beòovského 1";"Bratislava - Dúbravka";"84101";"17,0484";"48,1812";"02";"64365900";;;"64365900";"zsbenovskeho@gmail.com";;;"www.zsbenba.edu.sk";"036071048";;;;;
"149";"Bratislava IV";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Nemeckı bil.";"Gymnázium";"Gymnázium";"Bilíkova 24";"Bratislava - Dúbravka";"84419";"17,0424";"48,1877";"02";"64461202";;;"64461200";"gymbil@gymbilba.sk";"jjdancik@gmail.com";;"www.gymbilba.sk";"000605751";;;;;
"150";"Bratislava IV";"Bratislavskı";"Súkromník";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkromná ZŠ";"Bílikova 34";"Bratislava - Dúbravka";"84105";"17,0413";"48,1885";;"0903828530";;;;;;"wonderland@wonderland.sk";;"710224460";;;;;
"152";"Bratislava IV";"Bratislavskı";"Súkromník";"SOŠ veterinárna";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ veterinárna";"Bullova 2";"Bratislava - Dúbravka";"84420";"17,0488";"48,1801";"02";"64533174";"64286597";;"64533175";"svsbuba@szm.sk";;;"www.ssvsbabu.szm.sk";"030804825";;;;;
"153";"Bratislava IV";"Bratislavskı";"Samosprávny kraj";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"Pedag.a sociál.akadémia";"Bullova 2";"Bratislava - Dúbravka";"84011";"17,0489";"48,1801";"02";"64365940";"64365605";;"64365605";"psabullova2@pobox.sk";;;"www.psabuba.edu.sk";"030775361";;;;;
"154";"Bratislava II";"Bratislavskı";"Súkromník";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"Súkromná stredná pedagogická škola";"Bieloruská 1";"Bratislava - Podunajské Biskupice";"82106";"17,2014";"48,14";;"0918724421";;;;"ssps.pavlikovska@gmail.com";;;;"036060674";;;;;
"155";"Bratislava IV";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"Praktická škola pre telesne p.";"Slovenskı";"Špeciálna stredná škola";"Praktická škola pre TP";"Dúbravská cesta 1";"Bratislava - Karlova Ves";"84525";"17,0755";"48,1683";"02";"54773601";;;"54773601";"tajomnicka@dubravska.sk";"riaditelka@dubravska.sk";;"www.dubravska.sk";"710163509";;;;;
"156";"Bratislava IV";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Špeciálna ZŠ pre TP";"Dúbravská cesta 1";"Bratislava - Karlova Ves";"84525";"17,0756";"48,1683";"02";"54773601";;;"54773601";"tajomnicka@dubravska.sk";"riaditelka@dubravska.sk";"zuzana.vlckova@dubravska.sk";"www.dubravska.sk";"031769446";"telesnı";;;;
"157";"Bratislava IV";"Bratislavskı";"Krajskı úrad, Okresnı úrad";"OU pre telesne postihnutıch";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište";"Dúbravská cesta 1";"Bratislava - Karlova Ves";"84529";"17,0757";"48,1683";"02";"54773400";"54771448";;"54791051";"ou@domovrosa.sk";"mirokuric@domovrosa.sk";;"www.oudubba.edu.sk";"030841801";;;;;
"158";"Bratislava IV";"Bratislavskı";"Samosprávny kraj";"Škola úitkového vıtvarníctva";"Slovenskı";"Stredná odborná škola";"Škola úit.vıtvarníctva";"Dúbravská cesta 11";"Bratislava - Karlova Ves";"84532";"17,0746";"48,1688";"02";"59306220";"59306226";;"54793466";"suvba@centrum.sk";;;"www.suvba.sk";"030775329";;;;;
